,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills
77875,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
77880,Blue,Loss,True,True,False,False,False,True,2,0,0,1,2
77885,Red,Win,False,False,True,True,True,False,11,3,2,3,0
77890,Blue,Win,False,True,True,True,True,False,9,1,1,4,1
77895,Red,Loss,True,False,False,False,False,True,3,0,0,1,1
77900,Blue,Loss,False,True,False,False,True,True,3,0,0,1,2
77905,Red,Win,True,False,True,True,False,False,9,2,1,3,0
77910,Blue,Loss,False,False,False,False,False,False,5,0,0,0,0
77915,Red,Win,True,True,True,True,True,True,7,1,1,4,1
77920,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
77925,Red,Win,True,False,False,False,False,False,0,0,0,0,0
77930,Blue,Loss,True,True,False,False,False,True,4,0,0,2,2
77935,Red,Win,False,False,True,True,True,False,6,1,1,1,0
77940,Blue,Loss,False,True,False,False,False,False,2,0,0,0,0
77945,Red,Win,True,False,True,True,True,True,9,1,1,4,1
77950,Blue,Loss,False,False,False,False,False,False,1,0,0,0,0
77955,Red,Win,True,True,True,True,True,True,7,1,2,4,1
77960,Blue,Win,True,False,True,False,False,False,7,1,0,3,0
77965,Red,Loss,False,True,False,True,True,True,5,0,1,1,1
77970,Blue,Win,False,False,False,False,True,False,5,0,0,4,1
77975,Red,Loss,True,True,False,False,False,True,4,0,0,2,1
77980,Blue,Win,False,True,True,False,False,False,11,3,1,3,0
77985,Red,Loss,True,False,False,True,True,True,3,0,1,1,2
77990,Blue,Win,True,False,False,False,False,False,0,0,0,0,0
77995,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
78000,Blue,Loss,True,True,False,False,False,True,5,0,0,2,2
78005,Red,Win,False,False,True,True,True,False,7,1,2,4,0
78010,Blue,Loss,False,False,False,False,False,True,1,0,0,0,1
78015,Red,Win,True,True,True,False,True,False,6,1,0,4,1
78020,Blue,Loss,False,True,False,False,False,False,5,0,0,3,1
78025,Red,Win,True,False,True,True,True,True,7,1,2,2,1
78030,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
78035,Red,Win,True,True,True,True,True,True,11,2,1,2,2
78040,Blue,Win,False,False,False,False,True,False,4,0,0,1,0
78045,Red,Loss,True,True,False,False,False,True,1,0,0,1,2
78050,Blue,Loss,True,False,False,False,True,False,2,0,0,4,0
78055,Red,Win,False,True,True,True,False,True,9,2,1,1,2
78060,Blue,Win,True,True,False,False,True,False,10,3,2,4,0
78065,Red,Loss,False,False,True,True,False,True,6,2,1,2,1
78070,Blue,Win,True,True,True,False,False,True,8,1,0,2,2
78075,Red,Loss,False,False,False,False,True,False,2,0,0,1,0
78080,Blue,Win,True,True,True,True,False,True,7,1,2,1,2
78085,Red,Loss,False,False,False,False,True,False,6,0,0,4,0
78090,Blue,Loss,False,False,True,True,True,False,5,1,1,3,0
78095,Red,Win,True,True,False,False,False,True,10,2,1,1,1
78100,Blue,Loss,True,False,False,False,False,False,5,0,0,1,0
78105,Red,Win,False,True,True,True,True,True,7,1,1,3,2
78110,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
78115,Red,Win,False,True,False,False,True,True,5,0,0,1,1
78120,Blue,Win,False,True,False,False,False,True,6,1,1,0,1
78125,Red,Loss,True,False,True,True,True,False,6,1,1,5,0
78130,Blue,Loss,False,False,False,False,True,False,0,0,0,1,0
78135,Red,Win,True,True,True,True,False,True,10,2,1,2,2
78140,Blue,Win,False,True,True,False,False,True,6,2,0,5,2
78145,Red,Loss,True,False,False,True,True,False,3,0,1,1,0
78150,Blue,Loss,False,False,False,True,True,True,4,0,1,2,2
78155,Red,Win,True,True,False,False,False,False,6,0,1,2,0
78160,Blue,Loss,False,False,False,False,True,True,4,0,0,1,1
78165,Red,Win,True,True,True,True,False,False,7,1,1,4,0
78170,Blue,Loss,True,True,False,False,True,True,3,0,0,1,2
78175,Red,Win,False,False,True,True,False,False,10,2,2,3,0
78180,Blue,Win,True,True,False,True,True,True,2,0,1,3,1
78185,Red,Loss,False,False,False,False,False,False,3,0,0,0,0
78190,Blue,Win,True,True,False,False,True,True,5,0,0,2,1
78195,Red,Loss,False,False,False,False,False,False,0,0,0,1,0
78200,Blue,Win,False,True,True,True,False,True,9,2,1,2,1
78205,Red,Loss,True,False,False,False,True,False,1,0,0,2,0
78210,Blue,Loss,True,False,False,False,False,True,2,0,0,0,1
78215,Red,Win,False,True,True,True,True,False,7,1,1,3,0
78220,Blue,Loss,True,False,False,False,False,True,3,0,0,1,2
78225,Red,Win,False,True,False,True,True,False,4,0,1,4,0
78230,Blue,Win,False,True,True,False,True,True,7,1,0,1,1
78235,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
78240,Blue,Win,False,True,True,False,False,True,8,1,0,0,2
78245,Red,Loss,True,False,False,False,True,False,0,0,0,2,0
78250,Blue,Win,False,True,True,False,True,True,7,1,0,4,1
78255,Red,Loss,True,False,False,False,False,False,1,0,0,0,0
78260,Blue,Win,False,True,True,True,False,True,8,1,2,2,2
78265,Red,Loss,True,False,False,False,True,False,2,0,0,2,0
78270,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
78275,Red,Win,False,True,False,False,True,True,3,0,0,2,1
78280,Blue,Loss,False,False,False,False,False,True,3,0,0,0,1
78285,Red,Win,True,True,True,True,True,False,8,1,1,4,1
78290,Blue,Loss,False,False,False,False,True,False,3,0,0,1,1
78295,Red,Win,True,True,False,False,False,True,4,0,0,2,1
78300,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
78305,Red,Win,True,True,True,False,True,True,11,1,0,1,1
78310,Blue,Loss,True,True,False,False,False,False,3,0,0,1,0
78315,Red,Win,False,False,True,True,True,True,8,1,1,3,1
78320,Blue,Loss,False,True,True,True,False,False,6,1,1,1,0
78325,Red,Win,True,False,False,False,True,True,8,1,1,3,1
78330,Blue,Loss,False,False,False,False,False,False,1,0,1,1,0
78335,Red,Win,True,True,True,True,True,True,10,2,1,4,1
78340,Blue,Win,True,True,False,True,True,True,5,0,1,3,1
78345,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
78350,Blue,Win,True,True,True,True,True,False,7,1,1,2,0
78355,Red,Loss,False,False,False,False,False,False,1,0,0,1,0
78360,Blue,Win,True,True,False,False,True,False,3,0,0,2,0
78365,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
78370,Blue,Loss,False,False,False,False,False,False,2,0,0,2,0
78375,Red,Win,True,True,True,True,True,True,7,1,1,2,1
78380,Blue,Win,False,False,True,True,True,False,7,1,1,3,0
78385,Red,Loss,True,True,False,False,False,True,3,0,0,1,2
78390,Blue,Loss,True,False,False,False,True,False,2,0,0,1,0
78395,Red,Win,False,True,True,True,False,True,6,1,1,3,1
78400,Blue,Loss,False,False,False,False,False,True,2,0,0,0,2
78405,Red,Win,True,True,True,True,True,False,9,2,1,4,0
78410,Blue,Loss,False,False,False,True,False,False,1,0,1,1,0
78415,Red,Win,True,True,True,False,True,True,10,2,0,3,2
78420,Blue,Win,True,True,True,False,False,True,8,2,1,3,1
78425,Red,Loss,False,False,False,True,True,False,7,2,1,3,0
78430,Blue,Loss,True,True,False,False,True,True,5,0,0,1,2
78435,Red,Win,False,False,True,True,False,False,7,1,1,3,0
78440,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
78445,Red,Win,False,True,False,False,True,False,1,0,0,1,0
78450,Blue,Loss,True,False,False,False,False,False,2,0,0,1,0
78455,Red,Win,False,True,True,True,True,True,8,2,2,3,1
78460,Blue,Loss,True,False,False,False,False,False,2,0,0,0,0
78465,Red,Win,False,True,True,True,True,True,11,3,1,3,2
78470,Blue,Loss,True,False,False,False,False,True,2,0,0,1,2
78475,Red,Win,False,True,True,False,True,False,3,1,0,2,0
78480,Blue,Win,True,True,False,False,True,False,5,0,0,1,1
78485,Red,Loss,False,False,False,False,False,True,0,0,0,1,1
78490,Blue,Loss,False,True,False,True,False,True,5,0,1,2,1
78495,Red,Win,True,False,True,False,True,False,6,1,1,3,1
78500,Blue,Win,False,True,True,True,False,False,6,1,1,3,0
78505,Red,Loss,True,False,False,False,True,True,3,0,0,1,1
78510,Blue,Win,True,True,True,False,True,True,10,2,0,2,2
78515,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
78520,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
78525,Red,Win,True,True,True,False,True,True,7,1,0,1,1
78530,Blue,Win,True,True,False,False,True,False,2,0,0,2,0
78535,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
78540,Blue,Win,False,True,False,True,True,False,4,0,1,2,1
78545,Red,Loss,True,False,False,False,False,True,1,0,0,1,1
78550,Blue,Loss,False,False,False,False,True,True,0,0,0,1,1
78555,Red,Win,True,True,False,False,False,False,3,0,0,2,0
78560,Blue,Win,False,False,False,False,True,False,2,0,0,2,0
78565,Red,Loss,True,True,False,False,False,True,3,0,0,0,1
78570,Blue,Loss,False,False,False,False,False,True,0,0,0,0,1
78575,Red,Win,True,True,True,True,True,False,11,3,1,3,1
78580,Blue,Win,False,False,False,True,False,False,8,1,2,2,0
78585,Red,Loss,True,True,True,False,True,True,5,1,0,2,2
78590,Blue,Win,True,True,True,True,True,True,9,3,1,3,2
78595,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
78600,Blue,Win,True,True,True,True,True,True,10,2,2,4,1
78605,Red,Loss,False,False,False,False,False,False,3,0,0,1,0
78610,Blue,Win,True,True,False,False,False,False,1,0,0,1,0
78615,Red,Loss,False,False,False,False,True,True,1,0,0,1,1
78620,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
78625,Red,Win,False,True,False,False,True,True,4,0,0,3,2
78630,Blue,Loss,False,False,False,False,True,True,0,0,0,2,1
78635,Red,Win,True,True,False,True,False,False,3,0,1,1,1
78640,Blue,Loss,True,False,False,False,True,False,1,0,0,2,0
78645,Red,Win,False,True,False,True,False,True,4,0,1,1,2
78650,Blue,Win,False,False,True,False,True,True,6,1,0,4,1
78655,Red,Loss,True,True,False,True,False,False,5,0,1,0,0
78660,Blue,Win,True,True,False,False,True,True,4,0,0,2,1
78665,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
78670,Blue,Win,True,True,True,True,True,False,11,3,1,3,1
78675,Red,Loss,False,False,False,False,False,True,1,0,0,1,1
78680,Blue,Loss,True,True,True,False,True,True,10,2,0,3,2
78685,Red,Win,False,False,False,True,False,False,6,1,1,0,0
78690,Blue,Win,False,True,True,False,False,False,9,1,0,1,0
78695,Red,Loss,True,False,False,False,True,True,3,0,0,2,1
78700,Blue,Win,False,False,True,True,True,False,5,1,1,2,0
78705,Red,Loss,True,True,False,False,False,True,4,0,0,1,1
78710,Blue,Loss,False,False,False,False,True,False,1,0,0,3,1
78715,Red,Win,True,True,True,True,False,True,7,1,1,1,1
78720,Blue,Win,True,False,True,False,False,False,8,1,0,2,0
78725,Red,Loss,False,True,False,True,True,True,2,0,1,2,1
78730,Blue,Win,False,True,True,True,True,False,9,1,1,4,1
78735,Red,Loss,True,False,False,False,False,True,2,0,0,0,1
78740,Blue,Win,True,True,True,False,True,True,9,2,0,2,2
78745,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
78750,Blue,Loss,True,False,False,True,False,False,0,0,1,1,0
78755,Red,Win,False,True,True,False,True,True,8,1,0,2,2
78760,Blue,Loss,False,True,False,False,True,True,5,0,0,3,1
78765,Red,Win,True,False,True,True,False,False,8,2,1,2,0
78770,Blue,Win,True,True,False,False,False,True,5,0,0,2,1
78775,Red,Loss,False,False,False,False,True,False,1,0,0,1,0
78780,Blue,Win,False,True,True,True,True,True,10,1,1,4,2
78785,Red,Loss,True,False,False,False,False,False,1,0,0,0,0
78790,Blue,Loss,False,False,False,False,False,True,1,0,0,0,1
78795,Red,Win,True,True,True,True,True,False,8,1,1,2,1
78800,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
78805,Red,Win,True,True,False,False,True,True,2,0,0,2,1
78810,Blue,Loss,False,False,False,False,True,False,5,0,0,1,0
78815,Red,Win,True,True,True,True,False,True,5,1,2,4,1
78820,Blue,Loss,True,False,False,False,True,True,6,1,1,4,2
78825,Red,Win,False,True,True,True,False,False,9,3,1,2,0
78830,Blue,Win,True,True,True,True,True,True,8,1,1,4,1
78835,Red,Loss,False,False,False,False,False,False,1,0,0,0,1
78840,Blue,Loss,False,False,False,False,True,False,0,0,0,2,1
78845,Red,Win,True,True,False,True,False,True,4,0,1,1,1
78850,Blue,Win,True,True,True,True,True,True,8,2,2,4,1
78855,Red,Loss,False,False,False,False,False,False,5,1,1,3,0
78860,Blue,Loss,False,False,False,False,False,False,4,0,0,2,0
78865,Red,Win,True,True,True,False,True,True,8,1,0,3,2
78870,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
78875,Red,Win,True,True,False,False,True,True,3,0,0,2,1
78880,Blue,Loss,True,True,False,False,False,True,2,0,0,2,1
78885,Red,Win,False,False,False,True,True,False,5,0,1,1,0
78890,Blue,Loss,True,False,False,False,False,False,1,0,0,1,0
78895,Red,Win,False,True,True,True,True,True,11,2,1,2,2
78900,Blue,Win,True,True,True,False,True,False,6,1,0,3,0
78905,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
78910,Blue,Loss,False,False,False,False,False,False,0,0,0,1,0
78915,Red,Win,True,True,True,False,True,True,9,2,0,2,2
78920,Blue,Loss,False,True,False,True,True,True,5,0,1,2,1
78925,Red,Win,True,False,True,False,False,False,8,1,1,3,1
78930,Blue,Win,True,True,True,True,True,True,8,1,1,3,2
78935,Red,Loss,False,False,False,False,False,False,3,0,0,1,0
78940,Blue,Win,False,False,True,True,False,False,8,1,1,4,0
78945,Red,Loss,True,True,False,False,True,True,5,0,0,1,1
78950,Blue,Win,True,True,True,True,False,True,8,1,1,2,1
78955,Red,Loss,False,False,False,False,True,False,6,0,0,2,1
78960,Blue,Win,True,False,True,True,False,True,6,1,2,3,1
78965,Red,Loss,False,True,False,False,True,False,5,0,0,2,0
78970,Blue,Win,True,False,True,False,False,True,7,1,0,2,2
78975,Red,Loss,False,True,False,True,True,False,4,0,1,2,0
78980,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
78985,Red,Win,True,True,True,True,True,True,10,2,1,3,2
78990,Blue,Win,True,True,True,False,False,True,9,2,0,2,1
78995,Red,Loss,False,False,False,False,True,False,0,0,0,2,0
79000,Blue,Win,False,True,True,False,False,True,9,2,0,2,2
79005,Red,Loss,True,False,False,False,True,False,2,0,0,1,0
79010,Blue,Loss,True,True,False,True,False,True,7,0,2,1,2
79015,Red,Win,False,False,True,False,True,False,6,1,0,4,0
79020,Blue,Win,True,True,False,True,False,True,3,0,1,1,2
79025,Red,Loss,False,False,False,False,True,False,2,0,0,2,0
79030,Blue,Loss,True,False,False,True,False,False,3,0,1,3,1
79035,Red,Win,False,True,True,False,True,True,8,2,1,2,1
79040,Blue,Win,False,False,True,True,False,False,7,1,1,3,1
79045,Red,Loss,True,True,False,False,True,True,5,0,0,2,1
79050,Blue,Loss,False,False,False,False,True,False,3,0,0,2,0
79055,Red,Win,True,True,True,True,False,False,10,3,2,3,0
79060,Blue,Loss,False,False,False,False,True,False,0,0,0,3,0
79065,Red,Win,True,True,True,True,False,True,11,3,1,1,2
79070,Blue,Win,True,True,True,True,True,True,5,1,1,3,1
79075,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
79080,Blue,Win,False,True,True,True,True,True,8,1,1,3,2
79085,Red,Loss,True,False,False,False,False,False,2,0,0,0,0
79090,Blue,Loss,False,False,False,False,False,False,2,0,0,0,1
79095,Red,Win,True,True,True,True,True,True,10,3,2,3,1
79100,Blue,Win,False,True,True,False,True,True,7,1,0,2,1
79105,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
79110,Blue,Loss,False,False,False,False,False,True,1,0,0,0,1
79115,Red,Win,True,True,True,False,True,False,7,1,0,3,1
79120,Blue,Win,True,True,False,False,True,False,1,0,0,1,0
79125,Red,Loss,False,False,False,False,False,True,0,0,0,0,1
79130,Blue,Win,True,True,False,True,True,False,8,0,1,1,0
79135,Red,Loss,False,False,False,False,False,False,1,0,0,2,0
79140,Blue,Win,True,False,True,True,True,True,5,1,1,2,1
79145,Red,Loss,False,True,False,False,False,False,4,0,0,1,0
79150,Blue,Win,False,True,True,False,False,True,5,1,0,2,1
79155,Red,Loss,True,False,False,False,True,False,1,0,0,2,0
79160,Blue,Win,True,True,True,False,True,True,9,1,0,3,2
79165,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
79170,Blue,Win,False,False,True,True,False,False,11,3,2,2,0
79175,Red,Loss,True,True,False,False,True,True,2,0,0,3,2
79180,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
79185,Red,Win,True,True,True,True,True,True,7,1,1,3,1
79190,Blue,Loss,True,True,False,False,False,True,5,0,0,2,1
79195,Red,Win,False,False,True,True,True,False,7,1,2,2,0
79200,Blue,Loss,False,False,False,False,False,True,2,0,0,1,1
79205,Red,Win,True,True,True,False,True,False,8,1,0,3,1
79210,Blue,Win,False,True,True,True,False,True,8,2,2,2,2
79215,Red,Loss,True,False,False,False,True,False,3,0,0,3,0
79220,Blue,Loss,False,True,False,False,False,False,1,0,0,1,0
79225,Red,Win,True,False,False,False,True,True,3,0,0,2,1
79230,Blue,Loss,False,False,False,True,True,True,3,1,2,2,1
79235,Red,Win,True,True,True,False,False,False,10,3,0,4,0
79240,Blue,Win,False,False,False,False,True,True,2,0,0,1,1
79245,Red,Loss,True,True,True,True,False,False,6,1,1,3,1
79250,Blue,Loss,False,False,True,False,False,False,9,3,0,1,0
79255,Red,Win,True,True,False,True,True,True,7,1,2,5,1
79260,Blue,Win,False,True,True,False,False,True,6,1,0,1,1
79265,Red,Loss,True,False,False,False,True,False,1,0,0,2,0
79270,Blue,Win,True,True,True,False,True,True,5,1,0,2,2
79275,Red,Loss,False,False,False,False,False,False,3,0,0,3,0
79280,Blue,Win,True,True,True,True,False,True,11,2,1,1,1
79285,Red,Loss,False,False,False,False,True,False,1,0,0,3,0
79290,Blue,Win,True,True,True,True,False,True,9,2,1,1,1
79295,Red,Loss,False,False,False,False,True,False,1,0,0,2,0
79300,Blue,Win,True,True,True,True,False,True,10,3,2,2,1
79305,Red,Loss,False,False,False,False,True,False,5,0,1,4,1
79310,Blue,Loss,False,True,False,False,True,False,3,0,0,2,1
79315,Red,Win,True,False,True,True,False,True,7,1,1,1,1
79320,Blue,Win,False,True,False,True,False,False,3,0,1,2,0
79325,Red,Loss,True,False,False,False,True,False,1,0,0,2,0
79330,Blue,Win,True,True,True,True,False,True,6,1,1,1,2
79335,Red,Loss,False,False,False,False,True,False,2,0,0,2,0
79340,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
79345,Red,Win,False,True,True,False,True,True,6,1,0,3,1
79350,Blue,Win,True,False,False,True,True,False,4,0,1,2,1
79355,Red,Loss,False,True,False,False,False,True,4,0,0,2,1
79360,Blue,Loss,False,False,False,False,True,False,0,0,0,1,0
79365,Red,Win,True,True,True,False,False,True,5,1,0,0,1
79370,Blue,Win,False,True,True,True,True,True,7,1,1,4,1
79375,Red,Loss,True,False,False,False,False,False,4,0,0,0,0
79380,Blue,Win,True,True,True,False,True,True,6,1,0,1,1
79385,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
79390,Blue,Win,False,True,True,False,True,True,8,1,0,3,1
79395,Red,Loss,True,False,False,False,False,False,2,0,0,0,0
79400,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
79405,Red,Win,True,True,True,False,True,True,7,1,0,1,1
79410,Blue,Loss,True,False,False,False,False,True,1,0,0,0,1
79415,Red,Win,False,True,True,True,True,False,10,2,1,3,0
79420,Blue,Loss,False,False,False,False,False,False,0,0,0,0,1
79425,Red,Win,True,True,False,False,True,True,4,0,0,3,1
79430,Blue,Loss,True,True,False,True,False,False,4,0,1,0,0
79435,Red,Win,False,False,True,False,True,False,5,1,0,4,0
79440,Blue,Win,False,True,True,False,True,True,7,1,0,1,1
79445,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
79450,Blue,Loss,True,False,False,False,True,True,2,0,0,1,1
79455,Red,Win,False,True,False,True,False,False,5,0,1,2,0
79460,Blue,Loss,False,False,False,True,False,False,4,0,2,2,0
79465,Red,Win,True,True,True,False,True,True,8,1,0,2,1
79470,Blue,Win,False,True,False,True,False,True,5,0,1,1,1
79475,Red,Loss,True,False,False,False,True,False,1,0,0,2,0
79480,Blue,Win,True,True,True,False,False,True,9,2,0,1,1
79485,Red,Loss,False,False,False,True,True,False,1,0,1,2,0
79490,Blue,Win,False,True,True,True,True,True,11,4,2,5,2
79495,Red,Loss,True,False,False,False,False,False,2,0,0,0,0
79500,Blue,Win,False,True,True,False,False,True,8,1,0,2,1
79505,Red,Loss,True,False,False,True,True,False,1,0,1,3,0
79510,Blue,Loss,False,True,False,True,False,True,3,0,1,0,1
79515,Red,Win,True,False,True,False,True,False,8,1,1,5,0
79520,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
79525,Red,Win,True,True,True,False,True,True,7,1,0,1,1
79530,Blue,Loss,False,True,False,True,False,True,6,1,1,1,2
79535,Red,Win,True,False,True,False,True,False,7,2,2,5,0
79540,Blue,Win,True,True,True,True,False,True,9,3,2,3,1
79545,Red,Loss,False,False,False,False,True,False,7,1,1,4,0
